budget,industry,target_age_group,campaign_goal,impressions,clicks,conversions,engagement_rate,cost_per_click,best_platform
2036.96,Services,25-34,Engagement,242694,14684,1492,0.0515,0.14,Instagram
10859.62,E-commerce,55+,Traffic,1226969,7363,317,0.0107,1.47,Facebook
8400.71,Fashion,45-54,Awareness,675083,37551,3596,0.0578,0.22,Pinterest
43457.55,Services,55+,Lead Generation,4051377,50248,2718,0.0202,0.86,Facebook
35580.0,Travel,25-34,Conversion,2689932,106459,10068,0.0319,0.33,LinkedIn
21867.75,Services,35-44,Awareness,2079865,142925,19068,0.07,0.15,Instagram
7567.81,E-commerce,13-17,Lead Generation,751250,85034,12704,0.1061,0.09,YouTube Shorts
11993.09,Gaming,55+,Awareness,1221654,20485,1123,0.0199,0.59,Facebook
1998.03,Travel,13-17,Traffic,194960,15898,1574,0.0849,0.13,YouTube Shorts
21001.09,Real Estate,35-44,Lead Generation,1695997,91293,12810,0.059,0.23,Instagram
37998.61,E-commerce,35-44,Lead Generation,2727187,50922,2799,0.0229,0.75,Facebook
43733.81,Tech,13-17,Lead Generation,3176170,156686,23294,0.0515,0.28,TikTok
48818.7,Travel,13-17,Traffic,3518622,445627,73584,0.1252,0.11,YouTube Shorts
20146.64,Services,25-34,Awareness,1792085,106129,11504,0.0593,0.19,Instagram
39956.63,Healthcare,18-24,Conversion,3644757,430515,31982,0.1212,0.09,TikTok
7708.44,Education,18-24,Conversion,632114,20311,1498,0.0303,0.38,TikTok
40887.13,Fashion,35-44,Lead Generation,3068933,30988,2364,0.0144,1.32,LinkedIn
31291.38,E-commerce,13-17,Traffic,2333345,60963,5176,0.0291,0.51,Twitter
8611.13,Healthcare,45-54,Conversion,748498,17422,1074,0.021,0.49,Facebook
15968.24,Automotive,18-24,Lead Generation,1505662,169172,5914,0.1083,0.09,TikTok
44922.2,Travel,18-24,Traffic,3925571,413233,63371,0.1048,0.11,Instagram
25001.54,Fashion,35-44,Engagement,2040523,44295,2496,0.0124,0.56,LinkedIn
39571.53,Tech,18-24,Awareness,3074138,393331,73068,0.1256,0.1,YouTube Shorts
33979.87,Automotive,35-44,Engagement,2615666,49772,2256,0.0173,0.68,Facebook
16120.14,Education,18-24,Awareness,1835081,48876,3540,0.0191,0.33,Twitter
30894.62,Travel,18-24,Lead Generation,2929845,247119,45012,0.0929,0.13,TikTok
15910.78,Education,25-34,Engagement,1175218,56565,8614,0.0497,0.28,TikTok
4026.75,Automotive,35-44,Lead Generation,335706,7726,587,0.0161,0.52,LinkedIn
15370.51,Services,13-17,Conversion,952908,99901,17725,0.1057,0.15,TikTok
12566.57,E-commerce,35-44,Conversion,1099178,34143,3657,0.0284,0.37,LinkedIn
11901.63,Gaming,25-34,Conversion,1072492,128358,18265,0.108,0.09,YouTube Shorts
44286.63,Gaming,35-44,Traffic,4583641,157550,3897,0.034,0.28,Twitter
46085.61,Tech,45-54,Conversion,4457670,180486,20922,0.0404,0.26,LinkedIn
47329.33,E-commerce,35-44,Engagement,3820228,302847,17400,0.0752,0.16,Pinterest
19841.02,Automotive,13-17,Engagement,1925050,254902,22961,0.1303,0.08,YouTube Shorts
21187.06,Food,45-54,Conversion,2050463,77008,2739,0.0398,0.28,Twitter
48391.98,Gaming,25-34,Traffic,3227689,395329,47408,0.1219,0.12,TikTok
2954.48,Food,13-17,Awareness,290933,23502,3384,0.0738,0.13,YouTube Shorts
10229.54,Services,45-54,Engagement,680996,27375,1541,0.0345,0.37,Facebook
24584.21,Education,13-17,Conversion,2196632,208039,31094,0.0988,0.12,YouTube Shorts
34179.93,Fashion,35-44,Traffic,3490973,351847,25313,0.0989,0.1,Pinterest
44575.63,Services,35-44,Conversion,3329161,60284,2286,0.0191,0.74,Facebook
40234.22,Food,35-44,Conversion,3895910,402130,53812,0.0999,0.1,Instagram
10319.16,Gaming,35-44,Conversion,1070138,34564,3670,0.0306,0.3,LinkedIn
38448.67,E-commerce,18-24,Conversion,4301486,694578,101366,0.1639,0.06,YouTube Shorts
19994.42,Food,18-24,Lead Generation,1821913,104262,6302,0.0621,0.19,Instagram
12550.58,Food,25-34,Lead Generation,984699,68375,4060,0.0736,0.18,Pinterest
10321.26,Tech,13-17,Conversion,998293,117271,7404,0.1092,0.09,YouTube Shorts
42303.13,Services,35-44,Traffic,4506020,59542,4241,0.0201,0.71,Pinterest
33820.7,Education,25-34,Awareness,2584540,46237,2163,0.0233,0.73,Pinterest
38078.14,Tech,45-54,Traffic,3065651,101586,5905,0.0293,0.37,Pinterest
33980.06,Gaming,13-17,Traffic,3650675,465402,84084,0.1398,0.07,TikTok
26469.5,Real Estate,35-44,Engagement,1886058,85086,5111,0.0379,0.31,Pinterest
48812.0,Gaming,18-24,Engagement,2205074,308431,55289,0.1493,0.16,TikTok
47594.77,Food,35-44,Lead Generation,3334678,262513,19101,0.0793,0.18,Pinterest
34209.97,Real Estate,25-34,Conversion,3517518,365496,44095,0.1047,0.09,Instagram
21266.99,Real Estate,25-34,Conversion,1356439,62481,11746,0.046,0.34,Instagram
25556.36,Automotive,35-44,Awareness,2594302,82022,4644,0.0257,0.31,LinkedIn
32046.92,Gaming,18-24,Awareness,2568448,365003,53591,0.1316,0.09,YouTube Shorts
28134.79,Travel,25-34,Traffic,2306778,36267,2948,0.0171,0.78,LinkedIn
31556.93,Automotive,35-44,Conversion,2137418,76191,3414,0.0352,0.41,Twitter
43431.16,Healthcare,13-17,Traffic,4563796,353560,49023,0.0709,0.12,YouTube Shorts
17510.21,Real Estate,35-44,Conversion,1092970,9736,1166,0.0047,1.8,LinkedIn
19486.81,Services,25-34,Conversion,1408388,44359,2832,0.0246,0.44,Pinterest
7771.29,Automotive,25-34,Engagement,707945,43714,5560,0.0551,0.18,Instagram
19496.97,Education,35-44,Engagement,1362441,27548,653,0.0242,0.71,Pinterest
30231.08,Fashion,25-34,Awareness,3271144,198232,22088,0.0683,0.15,Instagram
36540.63,Automotive,25-34,Lead Generation,3305071,146353,1867,0.035,0.25,Pinterest
17739.54,Fashion,35-44,Engagement,1398481,53046,2647,0.0377,0.33,Facebook
43528.99,Gaming,35-44,Awareness,4278161,325743,21089,0.0706,0.13,Twitter
30077.43,Food,35-44,Traffic,2738194,289244,31470,0.1035,0.1,Instagram
6092.56,E-commerce,35-44,Traffic,594374,10460,604,0.0154,0.58,LinkedIn
41251.42,Travel,18-24,Awareness,3342678,289102,28913,0.0813,0.14,Instagram
10830.69,Food,13-17,Traffic,833691,71056,7748,0.0981,0.15,YouTube Shorts
8948.52,Travel,18-24,Lead Generation,1010259,139811,13646,0.1412,0.06,TikTok
30054.72,Real Estate,25-34,Awareness,1972796,40058,2335,0.0187,0.75,Pinterest
31432.33,E-commerce,18-24,Lead Generation,2331793,308663,20702,0.131,0.1,YouTube Shorts
13842.24,Gaming,25-34,Traffic,979710,94560,10317,0.1073,0.15,TikTok
6378.53,Healthcare,35-44,Engagement,547828,16791,1058,0.0292,0.38,Pinterest
44246.45,Travel,45-54,Traffic,3431778,402193,2335,0.1215,0.11,Pinterest
5422.15,E-commerce,25-34,Awareness,613268,7074,614,0.0118,0.77,LinkedIn
47480.13,Food,25-34,Engagement,3621787,423067,47705,0.1172,0.11,Instagram
21735.53,Services,25-34,Conversion,2241220,142169,13253,0.0586,0.15,Instagram
38833.18,E-commerce,35-44,Engagement,3228141,320737,22928,0.1049,0.12,Pinterest
39609.46,Food,35-44,Awareness,3261739,62457,3409,0.021,0.63,LinkedIn
16591.94,Travel,35-44,Conversion,1234925,19858,1458,0.0167,0.84,Facebook
47663.79,Gaming,25-34,Lead Generation,4667348,411793,64781,0.0918,0.12,Instagram
10648.06,Gaming,35-44,Lead Generation,981731,27334,2017,0.0192,0.39,Facebook
34648.1,Education,13-17,Conversion,2954583,353768,54918,0.1175,0.1,YouTube Shorts
42273.9,Fashion,13-17,Awareness,3360745,453983,66957,0.1289,0.09,YouTube Shorts
49931.26,Services,25-34,Engagement,4372018,564474,85899,0.1258,0.09,TikTok
42353.21,Services,18-24,Lead Generation,3007196,300367,41980,0.0964,0.14,TikTok
7272.7,Fashion,25-34,Engagement,429327,3500,169,0.0042,2.08,LinkedIn
33427.32,Food,45-54,Traffic,2542820,61785,3777,0.0172,0.54,Facebook
17383.96,Gaming,35-44,Lead Generation,1152560,32448,903,0.0268,0.54,LinkedIn
2553.3,Automotive,13-17,Conversion,206027,27515,1646,0.1284,0.09,TikTok
47482.27,Gaming,13-17,Traffic,3717110,336207,58132,0.0909,0.14,TikTok
6188.08,Travel,13-17,Engagement,550100,46193,5736,0.0883,0.13,YouTube Shorts
27065.49,Automotive,35-44,Traffic,2031718,87291,7204,0.0401,0.31,Facebook
32691.82,Healthcare,25-34,Conversion,3253193,132053,9753,0.0363,0.25,LinkedIn
35833.74,Food,55+,Conversion,2844378,37029,2540,0.0144,0.97,Twitter
33960.45,Healthcare,45-54,Traffic,3156815,32795,2238,0.0083,1.04,LinkedIn
28460.55,Food,13-17,Lead Generation,2896563,351287,57620,0.1174,0.08,YouTube Shorts
28432.65,Travel,45-54,Awareness,2213474,92556,2839,0.0366,0.31,Facebook
19088.33,Services,18-24,Awareness,1674230,185590,28253,0.1163,0.1,TikTok
47538.03,Travel,13-17,Awareness,4710806,444830,83242,0.0974,0.11,YouTube Shorts
1362.28,Travel,18-24,Awareness,106129,15938,2115,0.1496,0.09,TikTok
20590.13,Education,55+,Engagement,1507279,55131,6235,0.03,0.37,Facebook
24599.8,Automotive,45-54,Awareness,1637085,81233,3870,0.0533,0.3,Pinterest
10542.21,Healthcare,55+,Lead Generation,981482,16981,1532,0.0216,0.62,Facebook
22349.71,E-commerce,55+,Engagement,2215918,96848,3592,0.0327,0.23,Facebook
2777.72,Healthcare,35-44,Lead Generation,230504,7972,484,0.0337,0.35,Twitter
10527.66,Real Estate,45-54,Conversion,654681,10589,722,0.0139,0.99,Facebook
23054.5,E-commerce,25-34,Conversion,1995407,158276,12231,0.0813,0.15,Pinterest
17865.96,Healthcare,18-24,Conversion,1660098,321483,21225,0.1869,0.06,YouTube Shorts
1658.81,Education,35-44,Awareness,125944,5808,436,0.0433,0.29,LinkedIn
7223.29,Services,25-34,Traffic,709829,21351,1832,0.031,0.34,LinkedIn
18461.23,Tech,35-44,Awareness,1719149,68387,2873,0.0401,0.27,Twitter
13471.89,Travel,35-44,Engagement,1152810,39611,2261,0.0333,0.34,LinkedIn
38103.56,Food,13-17,Awareness,3476685,373388,16905,0.1004,0.1,TikTok
2451.46,Food,13-17,Engagement,177337,21343,2934,0.1277,0.11,YouTube Shorts
41225.56,Real Estate,13-17,Traffic,2360585,334065,27206,0.1398,0.12,TikTok
27262.9,Education,18-24,Awareness,2167718,241510,29209,0.1123,0.11,YouTube Shorts
40777.01,Automotive,25-34,Lead Generation,3048254,121314,15693,0.0388,0.34,Instagram
8335.6,Automotive,35-44,Traffic,808195,18602,1004,0.0172,0.45,Facebook
7281.54,Education,13-17,Conversion,710079,22919,755,0.0382,0.32,Twitter
45694.1,Fashion,25-34,Lead Generation,6002760,610967,72472,0.1045,0.07,Instagram
19814.6,Food,25-34,Engagement,1331654,150271,25535,0.1138,0.13,Instagram
21999.88,E-commerce,13-17,Engagement,2326141,324653,73997,0.1392,0.07,TikTok
26056.45,Real Estate,35-44,Awareness,2942330,78687,12988,0.0291,0.33,Instagram
35139.16,Real Estate,35-44,Lead Generation,3535385,93365,1012,0.0281,0.38,Facebook
5319.14,Education,25-34,Lead Generation,520107,46801,3763,0.088,0.11,Instagram
41840.3,E-commerce,35-44,Traffic,4547371,301237,18292,0.0711,0.14,Instagram
39288.16,Gaming,25-34,Engagement,4154423,56737,5251,0.0099,0.69,LinkedIn
10978.01,Tech,45-54,Awareness,1006809,34404,3163,0.0309,0.32,Pinterest
19169.61,Services,25-34,Conversion,2057661,64431,5076,0.0306,0.3,LinkedIn
48025.36,Travel,13-17,Engagement,3636257,314858,43598,0.0855,0.15,TikTok
41629.35,Real Estate,45-54,Conversion,4055153,151245,7170,0.0397,0.28,Twitter
1729.52,Gaming,55+,Conversion,186436,0,0,0.0091,1729.52,Facebook
49395.14,Food,18-24,Awareness,3715470,248525,15928,0.0637,0.2,Instagram
33977.43,Real Estate,18-24,Lead Generation,3458036,258764,32066,0.0805,0.13,TikTok
14547.45,Education,35-44,Engagement,1200881,31728,2123,0.0229,0.46,Facebook
39492.72,Real Estate,18-24,Engagement,3906460,129382,14407,0.0272,0.31,YouTube Shorts
49409.11,Education,55+,Lead Generation,3753756,114951,2594,0.0295,0.43,Facebook
17998.77,Services,13-17,Awareness,1766998,191382,17205,0.1064,0.09,TikTok
49589.74,Travel,45-54,Conversion,5518296,200063,18748,0.0437,0.25,Facebook
15794.98,Real Estate,25-34,Traffic,1340685,38112,4048,0.0334,0.41,LinkedIn
26144.87,E-commerce,35-44,Awareness,2108382,6118,616,0.0097,4.27,LinkedIn
33154.82,Education,13-17,Awareness,2606505,318896,64190,0.1223,0.1,YouTube Shorts
16137.69,E-commerce,13-17,Traffic,1520173,176857,36942,0.1117,0.09,YouTube Shorts
6030.26,Education,18-24,Conversion,501610,23108,2401,0.0371,0.26,Twitter
39021.6,Tech,35-44,Traffic,4278792,179528,12091,0.0327,0.22,Pinterest
34057.79,Automotive,35-44,Traffic,3007818,72442,7185,0.0274,0.47,LinkedIn
39693.89,Travel,18-24,Conversion,3140099,370544,52253,0.1137,0.11,TikTok
34107.8,Real Estate,25-34,Engagement,3292320,45651,2756,0.0241,0.75,Twitter
46940.0,Services,25-34,Lead Generation,3130558,44238,3059,0.0274,1.06,LinkedIn
11482.42,Food,25-34,Conversion,1132843,125926,21093,0.1107,0.09,TikTok
33655.61,Automotive,35-44,Conversion,3138639,122519,6315,0.0399,0.27,Pinterest
21698.17,Healthcare,25-34,Traffic,1274589,190656,12733,0.1447,0.11,YouTube Shorts
13397.34,Gaming,35-44,Engagement,1007230,57382,4069,0.0602,0.23,Twitter
44450.67,E-commerce,45-54,Lead Generation,3546145,99035,3038,0.0233,0.45,Facebook
28655.98,E-commerce,18-24,Awareness,2790480,136527,10049,0.0532,0.21,TikTok
17907.67,Tech,25-34,Traffic,1726932,79424,7392,0.0457,0.23,Instagram
48117.21,Education,35-44,Lead Generation,4449549,19058,1266,0.0114,2.52,Pinterest
13376.53,Real Estate,35-44,Lead Generation,1297749,54939,3600,0.0401,0.24,Pinterest
25769.02,Real Estate,35-44,Traffic,2678387,89787,6032,0.0278,0.29,Facebook
21313.27,Automotive,35-44,Traffic,1951222,63000,6960,0.0294,0.34,Facebook
5472.62,Automotive,13-17,Engagement,416448,13353,416,0.0373,0.41,Twitter
32549.97,Services,25-34,Engagement,2690198,146537,20579,0.0636,0.22,Instagram
35677.16,Travel,35-44,Awareness,3261803,249583,9558,0.0872,0.14,Pinterest
17635.16,Gaming,45-54,Conversion,1323252,42587,2835,0.0272,0.41,LinkedIn
21927.49,Services,18-24,Awareness,2012517,214310,26702,0.1108,0.1,YouTube Shorts
24895.51,Education,45-54,Lead Generation,2386850,53492,3225,0.032,0.47,Twitter
8323.87,Gaming,13-17,Awareness,785421,46684,3881,0.0564,0.18,Twitter
45968.23,Education,18-24,Awareness,4071150,241570,25750,0.0614,0.19,Instagram
3291.09,Services,55+,Conversion,339585,24460,1611,0.0668,0.13,Twitter
15590.8,Services,35-44,Traffic,1181572,24420,1971,0.0139,0.64,Facebook
21815.73,Tech,25-34,Conversion,1338339,34212,3853,0.0288,0.64,Instagram
26453.69,Education,18-24,Traffic,2597516,325175,50135,0.117,0.08,TikTok
47093.24,Real Estate,25-34,Traffic,3562402,207324,21972,0.0512,0.23,LinkedIn
8846.76,Travel,18-24,Conversion,909674,91191,15542,0.1029,0.1,YouTube Shorts
16132.1,Food,25-34,Engagement,1343703,116824,9338,0.0798,0.14,Pinterest
46470.88,Food,45-54,Engagement,4545896,145911,9144,0.0361,0.32,Facebook
17670.97,E-commerce,55+,Awareness,1877251,9250,636,0.0089,1.91,Facebook
2007.44,Tech,18-24,Lead Generation,150691,22361,1940,0.1489,0.09,TikTok
42122.18,Fashion,18-24,Traffic,3928514,317728,60223,0.0843,0.13,Instagram
20684.45,Food,35-44,Traffic,1487008,157191,7933,0.1029,0.13,Instagram
24025.84,Travel,18-24,Traffic,2078128,235752,31683,0.119,0.1,YouTube Shorts
43796.55,Tech,45-54,Conversion,3986246,62970,5626,0.0191,0.7,Facebook
12562.77,Fashion,35-44,Engagement,786079,29561,1447,0.0382,0.42,Twitter
27146.5,Services,35-44,Traffic,2612087,100015,6466,0.0396,0.27,LinkedIn
29912.49,Education,13-17,Traffic,3083737,332530,42012,0.1066,0.09,YouTube Shorts
7575.81,Gaming,18-24,Conversion,511008,50474,4423,0.0985,0.15,TikTok
32309.09,Automotive,55+,Conversion,2862419,69839,7806,0.0244,0.46,Facebook
20475.52,Travel,25-34,Lead Generation,2055220,235415,21740,0.1142,0.09,TikTok
42679.43,Gaming,18-24,Conversion,3313189,166015,23164,0.0552,0.26,YouTube Shorts
4812.18,Fashion,45-54,Conversion,429330,12659,1203,0.0248,0.38,LinkedIn
9377.33,Tech,18-24,Engagement,744056,115043,13842,0.1528,0.08,TikTok
11449.85,Travel,13-17,Conversion,1165674,143411,21131,0.1269,0.08,YouTube Shorts
10111.85,Education,55+,Lead Generation,738668,18664,1740,0.0287,0.54,Facebook
21284.62,Education,25-34,Traffic,1619515,196024,21658,0.1219,0.11,TikTok
37018.65,Education,25-34,Engagement,3038970,96591,5626,0.0366,0.38,Pinterest
38249.86,Fashion,13-17,Conversion,2571866,246800,20915,0.093,0.15,TikTok
31590.95,Tech,25-34,Awareness,2590882,104630,10665,0.0485,0.3,LinkedIn
46240.84,Real Estate,25-34,Lead Generation,3339611,100688,6444,0.0332,0.46,Pinterest
16597.0,Education,35-44,Lead Generation,1635346,5746,509,0.001,2.89,LinkedIn
31453.46,Food,25-34,Lead Generation,1494149,149014,17246,0.0985,0.21,Instagram
47926.63,Tech,35-44,Conversion,4021166,178542,25615,0.0526,0.27,Instagram
8337.89,Education,55+,Awareness,968014,31599,927,0.026,0.26,Facebook
27750.85,Healthcare,18-24,Conversion,2738466,118347,6646,0.049,0.23,Twitter
32109.2,Travel,13-17,Awareness,3038457,310965,48626,0.1026,0.1,TikTok
42149.36,Fashion,45-54,Engagement,3899715,8119,255,0.0047,5.19,LinkedIn
7343.7,Tech,25-34,Traffic,595486,30686,3495,0.0637,0.24,YouTube Shorts
14118.73,Healthcare,25-34,Engagement,944517,40129,5814,0.0373,0.35,Instagram
22632.37,Healthcare,18-24,Lead Generation,1963680,173921,27368,0.083,0.13,YouTube Shorts
14925.13,Automotive,45-54,Conversion,885685,0,0,0.0013,14925.13,Facebook
15475.98,Real Estate,13-17,Traffic,1310557,179667,24477,0.1369,0.09,TikTok
45256.15,Fashion,13-17,Traffic,3208871,115622,6782,0.0282,0.39,Twitter
36691.05,Automotive,18-24,Engagement,3519685,201036,29313,0.0516,0.18,Instagram
43360.19,Travel,13-17,Lead Generation,3146983,258908,30044,0.0902,0.17,TikTok
43881.49,Fashion,35-44,Engagement,3714555,94746,5798,0.022,0.46,Twitter
38360.29,Tech,35-44,Awareness,2615473,98113,3543,0.0331,0.39,Facebook
1136.89,Healthcare,25-34,Conversion,85386,1651,183,0.0152,0.69,LinkedIn
34069.72,E-commerce,35-44,Engagement,3920085,243940,14363,0.0715,0.14,Pinterest
29206.28,Travel,25-34,Engagement,2566422,62553,4747,0.02,0.47,LinkedIn
34571.45,Gaming,18-24,Conversion,2417976,188024,26256,0.076,0.18,YouTube Shorts
19864.25,Travel,18-24,Conversion,1348240,202359,13094,0.1578,0.1,TikTok
28159.07,Food,18-24,Conversion,2506037,176547,24313,0.074,0.16,Instagram
19873.02,E-commerce,35-44,Engagement,1796330,164215,5728,0.0949,0.12,Pinterest
18894.12,Gaming,18-24,Engagement,1280233,92370,11046,0.0665,0.2,Instagram
31600.5,E-commerce,35-44,Lead Generation,2771221,77170,6685,0.0181,0.41,Facebook
10592.59,Healthcare,18-24,Traffic,1045902,14023,658,0.0164,0.76,Twitter
29679.99,Fashion,45-54,Lead Generation,2109531,57810,5277,0.0233,0.51,LinkedIn
34332.27,Fashion,25-34,Awareness,2747495,151326,9047,0.0628,0.23,Pinterest
9109.81,Services,18-24,Traffic,571332,50254,5546,0.0883,0.18,TikTok
15377.45,Tech,13-17,Engagement,1442134,175907,15329,0.1299,0.09,YouTube Shorts
11365.06,Travel,25-34,Awareness,856677,90422,6628,0.0981,0.13,YouTube Shorts
46311.19,Travel,25-34,Awareness,4945690,537991,66284,0.1012,0.09,Instagram
6244.03,Education,18-24,Conversion,518294,85401,13213,0.1645,0.07,YouTube Shorts
1209.87,Healthcare,18-24,Lead Generation,126105,4746,371,0.0322,0.25,Twitter
45655.45,Fashion,35-44,Conversion,3293704,272878,26542,0.0797,0.17,Instagram
35050.55,Food,25-34,Awareness,3272659,532919,123830,0.1651,0.07,YouTube Shorts
30250.66,Healthcare,55+,Engagement,1639311,66064,6239,0.0275,0.46,Twitter
28510.46,Tech,45-54,Conversion,2913901,267577,20717,0.0843,0.11,Twitter
22959.47,Fashion,13-17,Engagement,2517020,181651,16622,0.0658,0.13,YouTube Shorts
44438.56,Real Estate,18-24,Traffic,3527793,365410,42030,0.1069,0.12,YouTube Shorts
32164.87,Education,55+,Conversion,2794177,51951,2923,0.0195,0.62,Facebook
26067.75,Automotive,25-34,Traffic,2712109,94157,7408,0.0334,0.28,Twitter
7880.11,Automotive,35-44,Lead Generation,542926,20404,917,0.0356,0.39,Pinterest
31656.52,Services,25-34,Awareness,2409486,361856,34642,0.1526,0.09,TikTok
33422.33,Food,45-54,Engagement,2358230,131571,7239,0.0643,0.25,Pinterest
15770.19,Healthcare,35-44,Traffic,1309158,7281,409,0.0104,2.17,LinkedIn
20003.07,E-commerce,25-34,Traffic,1818141,48191,3879,0.0248,0.42,LinkedIn
35852.43,Services,18-24,Traffic,2881599,184105,35396,0.0656,0.19,TikTok
11122.03,Tech,13-17,Lead Generation,770989,120049,11724,0.1435,0.09,YouTube Shorts
39731.41,Gaming,18-24,Awareness,4625974,453415,55510,0.1068,0.09,YouTube Shorts
6408.66,Food,13-17,Traffic,468966,49034,1895,0.1062,0.13,TikTok
31916.43,Travel,45-54,Traffic,1823704,31450,2108,0.0181,1.01,Facebook
27050.63,Gaming,25-34,Awareness,2044172,161053,24679,0.0803,0.17,TikTok
6347.03,Travel,35-44,Traffic,564631,22502,1080,0.0415,0.28,Facebook
49504.22,Real Estate,35-44,Lead Generation,5651856,198996,12457,0.0314,0.25,Twitter
22587.09,Travel,13-17,Awareness,1844863,87999,5591,0.0448,0.26,Twitter
21511.39,E-commerce,25-34,Traffic,1949852,10047,1174,0.001,2.14,LinkedIn
6700.74,Fashion,35-44,Conversion,501661,7609,376,0.0106,0.88,Facebook
16819.8,Automotive,25-34,Awareness,1338930,183375,13918,0.1437,0.09,YouTube Shorts
19229.38,E-commerce,25-34,Engagement,1654763,121490,6316,0.0663,0.16,Pinterest
12867.76,Real Estate,45-54,Engagement,1086703,29737,1369,0.0283,0.43,Facebook
32644.9,Gaming,13-17,Traffic,3553653,185226,7676,0.0539,0.18,Twitter
27443.89,Services,18-24,Traffic,2748524,156944,25564,0.0612,0.17,YouTube Shorts
37411.33,Travel,35-44,Conversion,2931805,0,0,0.0107,37411.33,LinkedIn
21398.58,Travel,45-54,Awareness,2128009,57294,3850,0.0294,0.37,Facebook
38289.04,Real Estate,13-17,Lead Generation,2889745,423878,60142,0.1477,0.09,TikTok
21278.14,E-commerce,18-24,Lead Generation,2230661,91036,12132,0.0436,0.23,YouTube Shorts
46606.36,Food,45-54,Conversion,4377104,87702,5053,0.0195,0.53,Twitter
1947.31,Services,18-24,Awareness,148009,2176,332,0.0098,0.89,TikTok
48811.3,Fashion,45-54,Lead Generation,4658229,88575,6822,0.021,0.55,Facebook
1311.94,Gaming,25-34,Awareness,112260,10534,1439,0.0906,0.12,Instagram
1367.09,Education,13-17,Awareness,131385,14792,2389,0.1137,0.09,TikTok
35024.07,Fashion,25-34,Lead Generation,3161804,2892,349,0.0029,12.11,LinkedIn
14329.03,Food,55+,Traffic,1015770,18940,1017,0.02,0.76,Twitter
14164.06,Tech,13-17,Awareness,1164570,112696,7213,0.093,0.13,YouTube Shorts
31950.86,Gaming,18-24,Conversion,3176555,322807,58221,0.0921,0.1,YouTube Shorts
47374.93,Real Estate,18-24,Engagement,3712850,239898,28100,0.0623,0.2,Instagram
16502.02,Tech,25-34,Awareness,1461268,49818,2949,0.0331,0.33,Pinterest
25706.32,Tech,45-54,Awareness,1416006,52692,2194,0.0295,0.49,Pinterest
14753.59,Education,18-24,Traffic,1196708,79339,12750,0.0644,0.19,Instagram
9459.05,Healthcare,13-17,Awareness,741944,48417,7831,0.0664,0.2,YouTube Shorts
34657.3,Tech,25-34,Lead Generation,2861081,281650,53211,0.0998,0.12,TikTok
45960.82,Education,18-24,Engagement,2926648,409909,38089,0.1412,0.11,TikTok
5635.29,E-commerce,13-17,Traffic,269804,37091,7526,0.1334,0.15,YouTube Shorts
41912.83,E-commerce,18-24,Engagement,4756653,176027,11073,0.0395,0.24,Twitter
17248.3,E-commerce,18-24,Awareness,1047697,76824,9834,0.0824,0.22,YouTube Shorts
23590.98,Fashion,13-17,Lead Generation,2369625,75858,4613,0.0322,0.31,Twitter
8632.52,Healthcare,45-54,Conversion,883371,25073,1231,0.0268,0.34,Pinterest
43287.76,Real Estate,45-54,Conversion,2974103,161559,12389,0.0514,0.27,LinkedIn
25240.69,Real Estate,55+,Traffic,2434814,95896,6827,0.0425,0.26,Twitter
30202.61,Gaming,25-34,Lead Generation,2699439,66862,3234,0.0316,0.45,Pinterest
24524.53,Education,35-44,Engagement,1908271,85133,2661,0.0436,0.29,Facebook
30517.55,Real Estate,13-17,Conversion,2004780,191582,35830,0.092,0.16,TikTok
26474.87,Real Estate,35-44,Awareness,2762880,62845,3288,0.022,0.42,Pinterest
24925.03,Services,13-17,Awareness,2170451,234693,40420,0.11,0.11,YouTube Shorts
24683.81,Healthcare,35-44,Awareness,1693285,0,0,0.0051,24683.81,LinkedIn
18381.73,E-commerce,45-54,Engagement,1469076,27507,2108,0.0187,0.67,Facebook
28772.2,Fashion,45-54,Awareness,1869335,93153,5313,0.0531,0.31,Pinterest
16235.02,Fashion,25-34,Traffic,1021546,62908,8341,0.0751,0.26,TikTok
36919.55,Tech,18-24,Lead Generation,3082798,148460,9296,0.0549,0.25,Twitter
36286.84,Tech,13-17,Awareness,4421759,339247,69249,0.0759,0.11,YouTube Shorts
37647.9,Services,13-17,Conversion,2743254,368586,57947,0.1339,0.1,TikTok
4652.87,Travel,18-24,Conversion,289466,33409,3320,0.1205,0.14,YouTube Shorts
21055.16,Education,35-44,Engagement,2451382,60218,2073,0.0275,0.35,Pinterest
34054.49,Automotive,35-44,Engagement,2936684,86572,7216,0.0345,0.39,Facebook
19915.02,Fashion,13-17,Traffic,1643938,122632,20680,0.0768,0.16,TikTok
24900.81,Healthcare,13-17,Traffic,2859670,97647,7078,0.0335,0.26,Twitter
41618.7,Automotive,25-34,Traffic,3355398,114505,12962,0.0287,0.36,Twitter
6821.36,Tech,45-54,Lead Generation,538026,19004,766,0.042,0.36,Facebook
4284.02,Healthcare,55+,Lead Generation,411753,7992,588,0.0213,0.54,Facebook
5101.57,Healthcare,35-44,Lead Generation,357232,11216,607,0.0321,0.45,Facebook
36447.19,Education,35-44,Lead Generation,2601487,77139,7474,0.0186,0.47,Instagram
18409.74,Fashion,13-17,Awareness,1256636,125665,11091,0.1026,0.15,YouTube Shorts
1676.59,Fashion,13-17,Awareness,152756,5031,709,0.0303,0.33,YouTube Shorts
